verb,3s preterit,3pl preterit,3s perfect,3pl perfect
istalewa,istalewki / istalejki,istalewket / istalejket,istalewtuk / istalejtuk,istalewtiwit / istalejtiwit
istalewi,istalewik,istalewket / istalejket,istalewtuk / istalejtuk,istalewtiwit / istalejtiwit
-makakapatza,kimakakapatzki / kimakakapatzak,kimakakapatzket / kimakakapatzaket,kimakakapatztuk / kimakakapatzatuk,kimakakapatztiwit / kimakakapatzatiwit
makajkapani,makajkapanki / makajkapanik,makajkapanket / makajkapaniket,makajkapantuk,makajkapantiwit
-makawilia,kimakawilij,kimakawilijket,kimakawilijtuk,kimakawilijtiwit
masepuwia,masepuwij,masepuwijket,masepuwijtuk,masepuwijtiwit
-machiyutia,kimachiyutij,kimachiyutijket,kimachiyutijtuk,kimachiyutijtiwit
-machistia,kimachistij,kimachistijket,kimachistijtuk,kimachistijtiwit
-majkweshtia,kimajkweshtij,kimajkweshtijket,kimajkweshtijtuk,kimajkweshtijtiwit
-majmachilia,kimajmachilij,kimajmachilijket,kimajmachilijtuk,kimajmachilijtiwit
-majmawtia,kimajmawtij,kimajmawtijket,kimajmawtijtuk,kimajmawtijtiwit
-majpiltejteki,kimajpiltejtek / kimajpiltejtekik,kimajpiltejtekket / kimajpiltejtekiket,kimajpiltejtektuk,kimajpiltejtektiwit
-mawisua,kimawisuj,kimawisujket,kimawisujtuk,kimawisujtiwit
-mawisutia,kimawisutij,kimawisutijket,kimawisutijtuk,kimawisutijtiwit
-mawispiya,kimawispishki / kimawispiyak,kimawispishket / kimawispiyaket,kimawispishtuk / kimawispiyatuk,kimawispishtiwit / kimawispiyatiwit
mawisyuwa,mawisyuwki / mawisyujki,mawisyuwket / mawisyujket,mawisyuwtuk / mawisyujtuk,mawisyuwtiwit / mawisyujtiwit
-maitzmini,kimaitzmin(ki),kimaitzminket,kimaitzmintuk,kimaitzmintiwit
-maishnutza,kimaishnutzki / kimaishnutzak,kimaishnutzket / kimaishnutzaket,kimaishnutztuk / kimaishnutzatuk,kimaishnutztiwit / kimaishnutzatiwit
-malkuchua,kimalkuchuj,kimalkuchujket,kimalkuchujtuk,kimalkuchujtiwit
-mamatilua,kimamatiluj,kimamatilujket,kimamatilujtuk,kimamatilujtiwit
-manawatia,kimanawatij,kimanawatijket,kimanawatijtuk,kimanawatijtiwit
mantimani,mantimanki / mantimanik,mantimanket / mantimaniket,mantimantuk,mantimantiwit
-maulinia,kimaulinij,kimaulinijket,kimaulinijtuk,kimaulinijtiwit
-mapachua,kimapachuj,kimapachujket,kimapachujtuk,kimapachujtiwit
-makitzkia,kimakitzkij,kimakitzkijket,kimakitzkijtuk,kimakitzkijtiwit
-makishtia,kimakishtij,kimakishtijket,kimakishtijtuk,kimakishtijtiwit
-matechana,kimatechan(ki),kimatechanket,kimatechantuk,kimatechantiwit
-matajtania,kimatajtanij,kimatajtanijket,kimatajtanijtuk,kimatajtanijtiwit
-matapua,kimatapuj,kimatapujket,kimatapujtuk,kimatapujtiwit
-matakechia,kimatakechij,kimatakechijket,kimatakechijtuk,kimatakechijtiwit
-matashilia,kimatashilij,kimatashilijket,kimatashilijtuk,kimatashilijtiwit
-mawkakawa,kimawkakaw(ki) / kimawkakaj(ki),kimawkakawket / kimawkakajket,kimawkakawtuk / kimawkakajtuk,kimawkakawtiwit / kimawkakajtiwit
mawkamiki,mawkamikik,mawkamikiket,mawkamiktuk,mawkamiktiwit
-mawkatuka,kimawkatukak,kimawkatukaket,kimawkatukatuk,kimawkatukatiwit
mawkatzajtzi,mawkatzajtzik,mawkatzajtziket,mawkatzajtzituk,mawkatzajtzitiwit
mayanaltia,mayanaltij,mayanaltijket,mayanaltijtuk,mayanaltijtiwit
mayankakwi,mayankakki,mayankakket,mayankaktuk,mayankaktiwit
mayanmiki,mayanmikik,mayanmikiket,mayanmiktuk,mayanmiktiwit
masuneliwi,masuneliwik,masuneliwket / masunelijket,masuneliwtuk / masunelijtuk,masuneliwtiwit / masunelijtiwit
-mekawiteki,kimekawitek / kimekawitekik,kimekawitekket / kimekawitekiket,kimekawitektuk,kimekawitektiwit
-melasua,kimelasuj,kimelasujket,kimelasujtuk,kimelasujtiwit
-metzkupina,kimetzkupin(ki),kimetzkupinket,kimetzkupintuk,kimetzkupintiwit
metzkupini,metzkupinki / metzkupinik,metzkupinket / metzkupiniket,metzkupintuk,metzkupintiwit
metzkutuni,metzkutunki / metzkutunik,metzkutunket / metzkutuniket,metzkutuntuk,metzkutuntiwit
-metztelua,kimetzteluj,kimetztelujket,kimetztelujtuk,kimetztelujtiwit
-meshkalwia,kimeshkalwij,kimeshkalwijket,kimeshkalwijtuk,kimeshkalwijtiwit
-miakilia,kimiakilij,kimiakilijket,kimiakilijtuk,kimiakilijtiwit
-mikkakawa,kimikkakaw(ki) / kimikkakaj(ki),kimikkakawket / kimikkakajket,kimikkakawtuk / kimikkakajtuk,kimikkakawtiwit / kimikkakajtiwit
-mikkachiwa,kimikkachiw(ki) / kimikkachij(ki),kimikkachiwket / kimikkachijket,kimikkachiwtuk / kimikkachijtuk,kimikkachiwtiwit / kimikkachijtiwit
-mikkateka,kimikkatekak,kimikkatekaket,kimikkatekatuk,kimikkatekatiwit
-milintia,kimilintij,kimilintijket,kimilintijtuk,kimilintijtiwit
mishmuluni,mishmulunki / mishmulunik,mishmulunket / mishmuluniket,mishmuluntuk,mishmuluntiwit
mishkiyawi,mishkiyawik,mishkiyawket / mishkiyajket,mishkiyawtuk / mishkiyajtuk,mishkiyawtiwit / mishkiyajtiwit
mishtayuwa,mishtayuwki / mishtayujki,mishtayuwket / mishtayujket,mishtayuwtuk / mishtayujtuk,mishtayuwtiwit / mishtayujtiwit
misilama,misilanki / misilamak,misilanket / misilamaket,misilantuk / misilamatuk,misilantiwit / misilamatiwit
-muijsiwia,kimuijsiwij,kimuijsiwijket,kimuijsiwijtuk,kimuijsiwijtiwit
mumutzalwia,mumutzalwij,mumutzalwijket,mumutzalwijtuk,mumutzalwijtiwit
mumushtiya,mumushtishki / mumushtiyak / mumushtik,mumushtishket / mumushtiyaket / mumushtiket,mumushtishtuk / mumushtiyatuk / mumushtituk,mumushtishtiwit / mumushtiyatiwit / mumushtitiwit
mupitzneki,mupitznekik,mupitznekiket,mupitznektuk,mupitznektiwit
-muttitia,kimuttitij,kimuttitijket,kimuttitijtuk,kimuttitijtiwit
-nakayutia,kinakayutij,kinakayutijket,kinakayutijtuk,kinakayutijtiwit
nakasmawi,nakasmawik,nakasmawket / nakasmajket,nakasmawtuk / nakasmajtuk,nakasmawtiwit / nakasmajtiwit
-nakasketza,kinakasketzki / kinakasketzak,kinakasketzket / kinakasketzaket,kinakasketztuk / kinakasketzatuk,kinakasketztiwit / kinakasketzatiwit
nakastzakwi,nakastzakki,nakastzakket,nakastzaktuk,nakastzaktiwit
nakastzatza,nakastzatzak,nakastzatzaket,nakastzatzatuk,nakastzatzatiwit
-najnawitia,kinajnawitij,kinajnawitijket,kinajnawitijtuk,kinajnawitijtiwit
-nalishajsi,kinalishajsik,kinalishajsiket,kinalishajsituk,kinalishajsitiwit
-namiktia,kinamiktij,kinamiktijket,kinamiktijtuk,kinamiktijtiwit
-namikiltia,kinamikiltij,kinamikiltijket,kinamikiltijtuk,kinamikiltijtiwit
-namuyalia,kinamuyalij,kinamuyalijket,kinamuyalijtuk,kinamuyalijtiwit
-nanatzua,kinanatzuj,kinanatzujket,kinanatzujtuk,kinanatzujtiwit
-nankilia,kinankilij,kinankilijket,kinankilijtuk,kinankilijtiwit
-nantenewa,kinantenew(ki) / kinantenej(ki),kinantenewket / kinantenejket,kinantenewtuk / kinantenejtuk,kinantenewtiwit / kinantenejtiwit
-natzkwaltia,kinatzkwaltij,kinatzkwaltijket,kinatzkwaltijtuk,kinatzkwaltijtiwit
-nechikua,kinechikuj,kinechikujket,kinechikujtuk,kinechikujtiwit
-nejnektia,kinejnektij,kinejnektijket,kinejnektijtuk,kinejnektijtiwit
-nejnekwilua,kinejnekwiluj,kinejnekwilujket,kinejnekwilujtuk,kinejnekwilujtiwit
-nejnewilia,kinejnewilij,kinejnewilijket,kinejnewilijtuk,kinejnewilijtiwit
-nejnemilia,kinejnemilij,kinejnemilijket,kinejnemilijtuk,kinejnemilijtiwit
-neijtultia,kineijtultij,kineijtultijket,kineijtultijtuk,kineijtultijtiwit
-nelchiwilia,kinelchiwilij,kinelchiwilijket,kinelchiwilijtuk,kinelchiwilijtiwit
-nelwayutia,kinelwayutij,kinelwayutijket,kinelwayutijtuk,kinelwayutijtiwit
-nemaktia,kinemaktij,kinemaktijket,kinemaktijtuk,kinemaktijtiwit
nemiltilia,nemiltilij,nemiltilijket,nemiltilijtuk,nemiltilijtiwit
nenpuliwi,nenpuliwik,nenpuliwket / nenpulijket,nenpuliwtuk / nenpulijtuk,nenpuliwtiwit / nenpulijtiwit
-nenpulua,kinenpuluj,kinenpulujket,kinenpulujtuk,kinenpulujtiwit
-nenewilia,kinenewilij,kinenewilijket,kinenewilijtuk,kinenewilijtiwit
-nenepiltia,kinenepiltij,kinenepiltijket,kinenepiltijtuk,kinenepiltijtiwit
nenkenti,nenkentik,nenkentiket,nenkentituk,nenkentitiwit
nentekiti,nentekitki / nentekitik,nentekitket / nentekitiket,nentekittuk / nentekitituk,nentekittiwit / nentekititiwit
-nepanua,kinepanuj,kinepanujket,kinepanujtuk,kinepanujtiwit
-neshikulwia,kineshikulwij,kineshikulwijket,kineshikulwijtuk,kineshikulwijtiwit
-neshtilia,kineshtilij,kineshtilijket,kineshtilijtuk,kineshtilijtiwit
nujmajwilia,nujmajwilij,nujmajwilijket,nujmajwilijtuk,nujmajwilijtiwit
-nunukia,kinunukij,kinunukijket,kinunukijtuk,kinunukijtiwit
nunukiwi,nunukiw(ki) / nunukij(ki),nunukiwket / nunukijket,nunukiwtuk / nunukijtuk,nunukiwtiwit / nunukijtiwit
-ujmaktia,kiujmaktij,kiujmaktijket,kiujmaktijtuk,kiujmaktijtiwit
pakkakuchi,pakkakuchki / pakkakuchik,pakkakuchket / pakkakuchiket,pakkakuchtuk,pakkakuchtiwit
-pajmiktia,kipajmiktij,kipajmiktijket,kipajmiktijtuk,kipajmiktijtiwit
-pajpakiltia,kipajpakiltij,kipajpakiltijket,kipajpakiltijtuk,kipajpakiltijtiwit
-pajtekilia,kipajtekilij,kipajtekilijket,kipajtekilijtuk,kipajtekilijtiwit
-pajtalilia,kipajtalilij,kipajtalilijket,kipajtalilijtuk,kipajtalilijtiwit
pawashiltia,pawashiltij,pawashiltijket,pawashiltijtuk,pawashiltijtiwit
-palanaltia,kipalanaltij,kipalanaltijket,kipalanaltijtuk,kipalanaltijtiwit
-panpilua,kipanpiluj,kipanpilujket,kipanpilujtuk,kipanpilujtiwit
panajaki,panajakik,panajakiket,panajaktuk,panajaktiwit
pankalaki,pankalakik,pankalakiket,pankalaktuk,pankalaktiwit
-pantalia,kipantalij,kipantalijket,kipantalijtuk,kipantalijtiwit
-pantamuta,kipantamutki / kipantamutak,kipantamutket / kipantamutaket,kipantamuttuk / kipantamutatuk,kipantamuttiwit / kipantamutatiwit
pantzikwini,pantzikwinki / pantzikwinik,pantzikwinket / pantzikwiniket,pantzikwintuk,pantzikwintiwit
-papachua,kipapachuj,kipapachujket,kipapachujtuk,kipapachujtiwit
-papajsulua,kipapajsuluj,kipapajsulujket,kipapajsulujtuk,kipapajsulujtiwit
-pakitta,kipakittak,kipakittaket,kipakittatuk,kipakittatiwit
patiyujtiya,patiyujtishki / patiyujtiyak / patiyujtik,patiyujtishket / patiyujtiyaket / patiyujtiket,patiyujtishtuk / patiyujtiyatuk / patiyujtituk,patiyujtishtiwit / patiyujtiyatiwit / patiyujtitiwit
-patiyutia,kipatiyutij,kipatiyutijket,kipatiyutijtuk,kipatiyutijtiwit
patachiwi,patachiwik,patachiwket / patachijket,patachiwtuk / patachijtuk,patachiwtiwit / patachijtiwit
-patachua,kipatachuj,kipatachujket,kipatachujtuk,kipatachujtiwit
-patanaltia,kipatanaltij,kipatanaltijket,kipatanaltijtuk,kipatanaltijtiwit
patzkalaki,patzkalakik,patzkalakiket,patzkalaktuk,patzkalaktiwit
-patzkilia,kipatzkilij,kipatzkilijket,kipatzkilijtuk,kipatzkilijtiwit
-payanilia,kipayanilij,kipayanilijket,kipayanilijtuk,kipayanilijtiwit
-pejpetzua,kipejpetzuj,kipejpetzujket,kipejpetzujtuk,kipejpetzujtiwit
-pepechua,kipepechuj,kipepechujket,kipepechujtuk,kipepechujtiwit
-pepewaltia,kipepewaltij,kipepewaltijket,kipepewaltijtuk,kipepewaltijtiwit
-pepetzua,kipepetzuj,kipepetzujket,kipepetzujtuk,kipepetzujtiwit
-petawilia,kipetawilij,kipetawilijket,kipetawilijtuk,kipetawilijtiwit
-petzkua,kipetzkuj,kipetzkujket,kipetzkujtuk,kipetzkujtiwit
-petztulua,kipetztuluj,kipetztulujket,kipetztulujtuk,kipetztulujtiwit
-peshuntia,kipeshuntij,kipeshuntijket,kipeshuntijtuk,kipeshuntijtiwit
pilawiltia,pilawiltij,pilawiltijket,pilawiltijtuk,pilawiltijtiwit
-piluwilia,kipiluwilij,kipiluwilijket,kipiluwilijtuk,kipiluwilijtiwit
-pinawtia,kipinawtij,kipinawtijket,kipinawtijtuk,kipinawtijtiwit
-pipinua,kipipinuj,kipipinujket,kipipinujtuk,kipipinujtiwit
-pipitzua,kipipitzuj,kipipitzujket,kipipitzujtuk,kipipitzujtiwit
-pitzkutuna,kipitzkutun(ki),kipitzkutunket,kipitzkutuntuk,kipitzkutuntiwit
pitzkuyuni,pitzkuyunki / pitzkuyunik,pitzkuyunket / pitzkuyuniket,pitzkuyuntuk,pitzkuyuntiwit
-pitzinilia,kipitzinilij,kipitzinilijket,kipitzinilijtuk,kipitzinilijtiwit
pitzuilama,pitzuilanki / pitzuilamak,pitzuilanket / pitzuilamaket,pitzuilantuk / pitzuilamatuk,pitzuilantiwit / pitzuilamatiwit
pitzuneliwi,pitzuneliwik,pitzuneliwket / pitzunelijket,pitzuneliwtuk / pitzunelijtuk,pitzuneliwtiwit / pitzunelijtiwit
-pitzunelua,kipitzuneluj,kipitzunelujket,kipitzunelujtuk,kipitzunelujtiwit
-pitzutilia,kipitzutilij,kipitzutilijket,kipitzutilijtuk,kipitzutilijtiwit
-piyasua,kipiyasuj,kipiyasujket,kipiyasujtuk,kipiyasujtiwit
-puchinaltia,kipuchinaltij,kipuchinaltijket,kipuchinaltijtuk,kipuchinaltijtiwit
-pujpushua,kipujpushuj,kipujpushujket,kipujpushujtuk,kipujpushujtiwit
-pujpusteki,kipujpustek / kipujpustekik,kipujpustekket / kipujpustekiket,kipujpustektuk,kipujpustektiwit
-pulaktia,kipulaktij,kipulaktijket,kipulaktijtuk,kipulaktijtiwit
-pupuchwia,kipupuchwij,kipupuchwijket,kipupuchwijtuk,kipupuchwijtiwit
-puputzua,kipuputzuj,kipuputzujket,kipuputzujtuk,kipuputzujtiwit
pupuyutia,pupuyutij,pupuyutijket,pupuyutijtuk,pupuyutijtiwit
pushkawiya,pushkawishki / pushkawiyak / pushkawik,pushkawishket / pushkawiyaket / pushkawiket,pushkawishtuk / pushkawiyatuk / pushkawituk,pushkawishtiwit / pushkawiyatiwit / pushkawitiwit
-kechkutuna,kikechkutun(ki),kikechkutunket,kikechkutuntuk,kikechkutuntiwit
kechkwawti,kechkwawtik,kechkwawtiket,kechkwawtituk,kechkwawtitiwit
-kechmalina,kikechmalin(ki),kikechmalinket,kikechmalintuk,kikechmalintiwit
-kechpatzka,kikechpatzkak,kikechpatzkaket,kikechpatzkatuk,kikechpatzkatiwit
-kechpilua,kikechpiluj,kikechpilujket,kikechpilujtuk,kikechpilujtiwit
-kechtapana,kikechtapan(ki),kikechtapanket,kikechtapantuk,kikechtapantiwit
kekeshiwi,kekeshiw(ki) / kekeshij(ki),kekeshiwket / kekeshijket,kekeshiwtuk / kekeshijtuk,kekeshiwtiwit / kekeshijtiwit
kekeshkiya,kekeshkiyak / kekeshkik,kekeshkiyaket / kekeshkiket,kekeshkishtuk,kekeshkishtiwit
-kimilsewia,kikimilsewij,kikimilsewijket,kikimilsewijtuk,kikimilsewijtiwit
-tanpilua,kitanpiluj,kitanpilujket,kitanpilujtuk,kitanpilujtiwit
-tekawilia,kitekawilij,kitekawilijket,kitekawilijtuk,kitekawilijtiwit
tekpua,tekpuj,tekpujket,tekpujtuk,tekpujtiwit
tejtekupina,tejtekupinki / tejtekupinak,tejtekupinket / tejtekupinaket,tejtekupintuk,tejtekupintiwit
tejteliksa,tejteliksak,tejteliksaket,tejteliksatuk,tejteliksatiwit
tejtemulia,tejtemulij,tejtemulijket,tejtemulijtuk,tejtemulijtiwit
tewanyulki,tewanyulkik,tewanyulkiket,tewanyulkituk,tewanyulkitiwit
temachtia,temachtij,temachtijket,temachtijtuk,temachtijtiwit
-temaktia,kitemaktij,kitemaktijket,kitemaktijtuk,kitemaktijtiwit
-tematelua,kitemateluj,kitematelujket,kitematelujtuk,kitematelujtiwit
-tenpulua,kitenpuluj,kitenpulujket,kitenpulujtuk,kitenpulujtiwit
-tenantia,kitenantij,kitenantijket,kitenantijtuk,kitenantijtiwit
-tenchalpijpi,kitenchalpijpij,kitenchalpijpijket,kitenchalpijpijtuk,kitenchalpijpijtiwit
tenwewejka,tenwewejkak,tenwewejkaket,tenwewejkatuk,tenwewejkatiwit
-tenwiteki,kitenwitek / kitenwitekik,kitenwitekket / kitenwitekiket,kitenwitektuk,kitenwitektiwit
-tennamiki,kitennamik / kitennamikik,kitennamikket / kitennamikiket,kitennamiktuk,kitennamiktiwit
-tentilana,kitentilan(ki),kitentilanket,kitentilantuk,kitentilantiwit
-tenyutia,kitenyutij,kitenyutijket,kitenyutijtuk,kitenyutijtiwit
teujsiwi,teujsiwik,teujsiwket / teujsijket,teujsiwtuk / teujsijtuk,teujsiwtiwit / teujsijtiwit
teujsiuwa,teujsiuwki / teujsiujki,teujsiuwket / teujsiujket,teujsiuwtuk / teujsiujtuk,teujsiuwtiwit / teujsiujtiwit
teutakiya,teutakiyak / teutakik,teutakiyaket / teutakiket,teutakishtuk,teutakishtiwit
tepajsuliwi,tepajsuliwik,tepajsuliwket / tepajsulijket,tepajsuliwtuk / tepajsulijtuk,tepajsuliwtiwit / tepajsulijtiwit
tepanchiwa,tepanchiwki / tepanchijki,tepanchiwket / tepanchijket,tepanchiwtuk / tepanchijtuk,tepanchiwtiwit / tepanchijtiwit
-tepewilia,kitepewilij,kitepewilijket,kitepewilijtuk,kitepewilijtiwit
-tepejshiwia,kitepejshiwij,kitepejshiwijket,kitepejshiwijtuk,kitepejshiwijtiwit
-tepitzua,kitepitzuj,kitepitzujket,kitepitzujtuk,kitepitzujtiwit
-tepuwaltia,kitepuwaltij,kitepuwaltijket,kitepuwaltijtuk,kitepuwaltijtiwit
-teputamia,kiteputamij,kiteputamijket,kiteputamijtuk,kiteputamijtiwit
-teputztuka,kiteputztukak,kiteputztukaket,kiteputztukatuk,kiteputztukatiwit
-tekipulua,kitekipuluj,kitekipulujket,kitekipulujtuk,kitekipulujtiwit
-tekitiltia,kitekitiltij,kitekitiltijket,kitekitiltijtuk,kitekitiltijtiwit
-tekiwtia,kitekiwtij,kitekiwtijket,kitekiwtijtuk,kitekiwtijtiwit
tetekiwia,tetekiwij,tetekiwijket,tetekiwijtuk,tetekiwijtiwit
-teteshua,kiteteshuj,kiteteshujket,kiteteshujtuk,kiteteshujtiwit
tetzmulini,tetzmulinki / tetzmulinik,tetzmulinket / tetzmuliniket,tetzmulintuk,tetzmulintiwit
-teshtilia,kiteshtilij,kiteshtilijket,kiteshtilijtuk,kiteshtilijtiwit
teyukuyani,teyukuyanki / teyukuyanik,teyukuyanket / teyukuyaniket,teyukuyantuk,teyukuyantiwit
tunaltatia,tunaltatij,tunaltatijket,tunaltatijtuk,tunaltatijtiwit
-titanilia,kititanilij,kititanilijket,kititanilijtuk,kititanilijtiwit
-taajwilia,kitaajwilij,kitaajwilijket,kitaajwilijtuk,kitaajwilijtiwit
taalpichia,taalpichij,taalpichijket,taalpichijtuk,taalpichijtiwit
-takawaltia,kitakawaltij,kitakawaltijket,kitakawaltijtuk,kitakawaltijtiwit
takawapawa,takawapawki / takawapajki,takawapawket / takawapajket,takawapawtuk / takawapajtuk,takawapawtiwit / takawapajtiwit
-takaitta,kitakaittak,kitakaittaket,kitakaittatuk,kitakaittatiwit
-takakiltia,kitakakiltij,kitakakiltijket,kitakakiltijtuk,kitakakiltijtiwit
-takatilia,kitakatilij,kitakatilijket,kitakatilijtuk,kitakatilijtiwit
-takatzilana,kitakatzilan(ki),kitakatzilanket,kitakatzilantuk,kitakatzilantiwit
-takatzua,kitakatzuj,kitakatzujket,kitakatzujtuk,kitakatzujtiwit
-taseseltia,kitaseseltij,kitaseseltijket,kitaseseltijtuk,kitaseseltijtiwit
takwajnamiki,takwajnamikik,takwajnamikiket,takwajnamiktuk,takwajnamiktiwit
takwalmimiki,takwalmimikik,takwalmimikiket,takwalmimiktuk,takwalmimiktiwit
-takwijkwilia,kitakwijkwilij,kitakwijkwilijket,kitakwijkwilijtuk,kitakwijkwilijtiwit
taijkawatza,taijkawatzki / taijkawatzak,taijkawatzket / taijkawatzaket,taijkawatztuk,taijkawatztiwit
-taijchiwia,kitaijchiwij,kitaijchiwijket,kitaijchiwijtuk,kitaijchiwijtiwit
-tajkushelua,kitajkusheluj,kitajkushelujket,kitajkushelujtuk,kitajkushelujtiwit
tajkwalkilia,tajkwalkilij,tajkwalkilijket,tajkwalkilijtuk,tajkwalkilijtiwit
taijkwilua,taijkwiluj,taijkwilujket,taijkwilujtuk,taijkwilujtiwit
tajweltamaka,tajweltamakak,tajweltamakaket,tajweltamakatuk,tajweltamakatiwit
-taijnewia,kitaijnewij,kitaijnewijket,kitaijnewijtuk,kitaijnewijtiwit
-taijtalwia,kitaijtalwij,kitaijtalwijket,kitaijtalwijtuk,kitaijtalwijtiwit
-tajtakaneki,kitajtakanek / kitajtakanekik,kitajtakanekket / kitajtakanekiket,kitajtakanektuk,kitajtakanektiwit
tajtakwaltia,tajtakwaltij,tajtakwaltijket,tajtakwaltijtuk,tajtakwaltijtiwit
-tajtaijtani,kitajtaijtan(ki),kitajtaijtanket,kitajtaijtantuk,kitajtaijtantiwit
-tajtalilia,kitajtalilij,kitajtalilijket,kitajtalilijtuk,kitajtalilijtiwit
-tajtamalia,kitajtamalij,kitajtamalijket,kitajtamalijtuk,kitajtamalijtiwit
-taijtania,kitaijtanij,kitaijtanijket,kitaijtanijtuk,kitaijtanijtiwit
tajtapalua,tajtapaluj,tajtapalujket,tajtapalujtuk,tajtapalujtiwit
taijtua,taijtuj,taijtujket,taijtujtuk,taijtujtiwit
taijtujkati,taijtujkatki / taijtujkatik,taijtujkatket / taijtujkatiket,taijtujkattuk / taijtujkatituk,taijtujkattiwit / taijtujkatitiwit
taijtulchiya,taijtulchishki / taijtulchiyak / taijtulchik,taijtulchishket / taijtulchiyaket / taijtulchiket,taijtulchishtuk / taijtulchiyatuk / taijtulchituk,taijtulchishtiwit / taijtulchiyatiwit / taijtulchitiwit
-taijtulkwepa,kitaijtulkwep(ki) / kitaijtulkwepak,kitaijtulkwepket / kitaijtulkwepaket,kitaijtulkweptuk / kitaijtulkwepatuk,kitaijtulkweptiwit / kitaijtulkwepatiwit
-taijtulmaka,kitaijtulmakak,kitaijtulmakaket,kitaijtulmakatuk,kitaijtulmakatiwit
-taijtultia,kitaijtultij,kitaijtultijket,kitaijtultijtuk,kitaijtultijtiwit
-tawanaltia,kitawanaltij,kitawanaltijket,kitawanaltijtuk,kitawanaltijtiwit
tawantia,tawantij,tawantijket,tawantijtuk,tawantijtiwit
-tawelkwitia,kitawelkwitij,kitawelkwitijket,kitawelkwitijtuk,kitawelkwitijtiwit
-tawelitta,kitawelittak,kitawelittaket,kitawelittatuk,kitawelittatiwit
-tawelnunutza,kitawelnunutzki,kitawelnunutzket,kitawelnunutztuk,kitawelnunutztiwit
tawelpusuni,tawelpusunki / tawelpusunik,tawelpusunket / tawelpusuniket,tawelpusuntuk,tawelpusuntiwit
-tawililia,kitawililij,kitawililijket,kitawililijtuk,kitawililijtiwit
-tawikilia,kitawikilij,kitawikilijket,kitawikilijtuk,kitawikilijtiwit
-taijyelua,kitaijyeluj,kitaijyelujket,kitaijyelujtuk,kitaijyelujtiwit
-taijyeltia,kitaijyeltij,kitaijyeltijket,kitaijyeltijtuk,kitaijyeltijtiwit
taijyuwia,taijyuwij,taijyuwijket,taijyuwijtuk,taijyuwijtiwit
taijsanatza,taijsanatzki / taijsanatzak,taijsanatzket / taijsanatzaket,taijsanatztuk,taijsanatztiwit
taichana,taichanki / taichanak,taichanket / taichanaket,taichantuk,taichantiwit
taijtapua,taijtapuj,taijtapujket,taijtapujtuk,taijtapujtiwit
taishneki,taishnekik,taishnekiket,taishnektuk,taishnektiwit
taishtemu,taishtemuk,taishtemuket,taishtemutuk,taishtemutiwit
taishtayi,taishtashki / taishtayik,taishtashket / taishtayiket,taishtashtuk,taishtashtiwit
-talkwepunia,kitalkwepunij,kitalkwepunijket,kitalkwepunijtuk,kitalkwepunijtiwit
-talichpana,kitalichpan(ki),kitalichpanket,kitalichpantuk,kitalichpantiwit
-taluchtia,kitaluchtij,kitaluchtijket,kitaluchtijtuk,kitaluchtijtiwit
talpachiwi,talpachiwik,talpachiwket / talpachijket,talpachiwtuk / talpachijtuk,talpachiwtiwit / talpachijtiwit
-talpachua,kitalpachuj,kitalpachujket,kitalpachujtuk,kitalpachujtiwit
-taltemilia,kitaltemilij,kitaltemilijket,kitaltemilijtuk,kitaltemilijtiwit
taltitechya,taltitechyak / taltitechk,taltitechyaket / taltitechket,taltitechyatuk / taltitechtuk,taltitechyatiwit / taltitechtiwit
-tamachtia,kitamachtij,kitamachtijket,kitamachtijtuk,kitamachtijtiwit
tamachtia,tamachtij,tamachtijket,tamachtijtuk,tamachtijtiwit
tamawiwita,tamawiwitak,tamawiwitaket,tamawiwitatuk,tamawiwitatiwit
-tamanchiwa,kitamanchiw(ki) / kitamanchij(ki),kitamanchiwket / kitamanchijket,kitamanchiwtuk / kitamanchijtuk,kitamanchiwtiwit / kitamanchijtiwit
-tamanilia,kitamanilij,kitamanilijket,kitamanilijtuk,kitamanilijtiwit
tamaniltia,tamaniltij,tamaniltijket,tamaniltijtuk,tamaniltijtiwit
-tamatilia,kitamatilij,kitamatilijket,kitamatilijtuk,kitamatilijtiwit
tamishtemi,tamishtenki / tamishtemik,tamishtenket / tamishtemiket,tamishtentuk / tamishtemituk,tamishtentiwit / tamishtemitiwit
tanawalajsi,tanawalajsik,tanawalajsiket,tanawalajsituk,tanawalajsitiwit
tanamakaki,tanamakakik,tanamakakiket,tanamakaktuk,tanamakaktiwit
-tanchua,kitanchuj,kitanchujket,kitanchujtuk,kitanchujtiwit
tankwaijka,tankwaijkak,tankwaijkaket,tankwaijkatuk,tankwaijkatiwit
-tankwaketza,kitankwaketzki / kitankwaketzak,kitankwaketzket / kitankwaketzaket,kitankwaketztuk / kitankwaketzatuk,kitankwaketztiwit / kitankwaketzatiwit
tankwitzawi,tankwitzawik,tankwitzawket / tankwitzajket,tankwitzawtuk / tankwitzajtuk,tankwitzawtiwit / tankwitzajtiwit
tanesitia,tanesitij,tanesitijket,tanesitijtuk,tanesitijtiwit
taneltukaki,taneltukakik,taneltukakiket,taneltukaktuk,taneltukaktiwit
tanemilia,tanemilij,tanemilijket,tanemilijtuk,tanemilijtiwit
-tanewtia,kitanewtij,kitanewtijket,kitanewtijtuk,kitanewtijtiwit
taneshilia,taneshilij,taneshilijket,taneshilijtuk,taneshilijtiwit
